,Unnamed: 0.1,Unnamed: 0,Зарын гарчиг,Нийт үнэ 0,Огноо,Цаг,Зарын дугаар,Утасны дугаар,Өрөө,Дүүрэгт байршил,Тайлбар,url,Шал:,Тагт:,Ашиглалтад орсон огноо,Гараж:,Цонх:,Барилгын давхар,Хаалга:,М2 0,Байрны давхар,Лизингээр авах боломж,Цонхны тоо,Барилгын явц:,ad_page,ad_order,Код:,Байршил 2,mylocation,Хотхоны ID,Хотхоны нэр,Дэд байршил,Lat,Long,Дүүрэг,Байршил,Хороо,Нийт үнэ,М2,М2 үнэ
186,186,2,"Бзд, цэцэрлэгт хүрээлэнгийн хойно park view хотхонд 4 өрөө байр",550 сая ₮,2024-03-11,08:57,7975867,,4 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 26","
Маш гоё харууцтай 4 өрөө байр хайж байна уу?

БЗД 𝟮𝟲-р хороо, ҮЦХ чанх хойно PARK VIEW хотхонд 111.78мкв 4 өрөө байр худалдана.

✔️𝟭6/7 давхарт
✔️Урагшаа харсан 1, хойшоо харсан 3 цонхтой
✔️Машин орохгүй хүүхдийн тоглоомын талбайтай
✔️2 ариун цэврийн өрөөтэй
✔️Суурилагдсан дагалдана
✔️Гэрчилгээ бэлэн
✔️Граж 60сая

Нийт үнэ: 550,000,000₮

Төлбөрийн нөхцөл: Бэлэн болон банкаар",https://www.unegui.mn/adv/7975867_bzd-tsetserlegt-khureelengiin-khoino-park-view-khotkhond-4-oroo-bair-khudaldana/,Паркет,1 тагттай,2019,Байгаа,Вакум,16,Бүргэд,111.78 м²,7,Лизинггүй,4,Ашиглалтад орсон,22.0,3.0,,,Цэцэрлэгт хүрээлэн,,,,,,Баянзүрх,Хороо 26,26,550.0,111.78,4.920379316514582
187,187,3,"Бзд, 26-р хороо, sunrise town хотхонд 90мкв 3 өрөө байр",330 сая ₮,2024-03-11,08:57,7996668,,3 өрөө,"УБ — Баянзүрх, 15-р хороолол","
БЗД, 26-р хороо, Sunrise town хотхонд 90мкв 3 өрөө байр худалдана.

- 16/12 давхарт
- Баруун харсан 2 цонхтой зүүн 2 цонхтой
- 2 ариун цэврийн өрөөтэй
- 2 тагттай
- Гэрчилгээ бэлэн

Нийтн үнэ: 330,000,000₮",https://www.unegui.mn/adv/7996668_bzd-26-r-khoroo-sunrise-town-khotkhond-90mkv-3-oroo-bair-khudaldana/,Паркет,1 тагттай,2015,Байхгүй,Вакум,16,Бүргэд,90.0 м²,12,Лизинггүй,4,Ашиглалтад орсон,22.0,4.0,,,"Жуков, Офицер, Сансар",,,,,,Баянзүрх,15-р хороолол,,330.0,90.0,3.6666666666666665
188,188,1,Бөхийн өргөөний хойно 2 өрөө,"264 сая ₮
үнэ тохирно",2024-03-11,08:59,8046746,,2 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 3","
БЗД, 3р хороо, 13хороололд төв зам дагуу 69.5мкв 2 өрөөг 3 өрөө болгож зассан байр худалдана.

| үнэ1мкв:3.800.000|нийт:264.100.000

▪️дээгүүр давхарт
▪️Хувцасны өрөөтэй
▪️Хойшоо харсан
▪️бүрэн засвар хийгдсэн
▪️дулаан зогсоол тусдаа:55сая

хотхондоо 28 айлтай, доороо дулаан зогсоолтой, дулаахан",https://www.unegui.mn/adv/8046746_bokhiin-orgoonii-khoino-2-oroo/,Паркет,1 тагттай,2008,Байгаа,Вакум,11,Бүргэд,69.0 м²,8,Лизинггүй,3,Ашиглалтад орсон,22.0,2.0,,,Сансар,,,,,,Баянзүрх,Хороо 3,3,264.0,69.0,3.8260869565217392
189,189,0,Багшийн дээд 2 өрөө 59м2,"218 сая ₮
үнэ тохирно",2024-03-11,09:00,8109450,,2 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 5","
Багшийн дээдэд 2 өрөө байр худалдана‼️
-6/4 давхарт
-58.9м2
-Урагшаа болон баруун харсан цонхтой
-МУИС, Үй цай, Логарифм, Nest education зэрэг сургуулиудтай ойр",https://www.unegui.mn/adv/8109450_bagshiin-deed-2-oroo-khudaldana/,Паркет,1 тагттай,2012,Байхгүй,Вакум,6,Бүргэд,59.0 м²,4,Лизинггүй,2,Ашиглалтад орсон,22.0,1.0,,,Жуков,,,,,,Баянзүрх,Хороо 5,5,218.0,59.0,3.694915254237288
190,190,59,Гэмтэлийн эмнэлгийн зүүн талд модны2 b1давхарт 2 өрөө байр 52м2,"95 сая ₮
100 сая ₮ үнэ тохирно",2024-03-11,09:01,7971810,,2 өрөө,"УБ — Баянгол, Баянгол, Хороо 17","
🌱3-р хороолол “KOREA TOWN”д 2өрөө байр худалдана.гэрчилгээ оффис үйлчилгээгээр гарсан.
📌Үнэ:Мкв-1.884.6
📌Нийт үнэ: 98сая

▪️52мкв | 2өрөө
▪️10/В1давхарт
▪️зүүн болон урагшаа харсан 2цонхтой
▪️гал тогооны тавилга үлдэнэ
▪️гэрчилгээ бэлэн
▪️бэлэн төлөлтөнд үнэ тохирно
📍Байршил: модны2 зам дагуу 54-р сургуулийн баруун талд
📍улсын 54,93,77,78-р сургууль болон 94,95 цэцэрлэг болон автобусны буудалд ойрхон, хойноо emart-тай, нэг айл амьдарч байсан",https://www.unegui.mn/adv/7971810_3-r-khoroolol-korea-town-d-2oroo-boir-zarna/,Паркет,Тагтгүй,2006,Байхгүй,Вакум,10,Бүргэд,52.0 м²,1,Лизинггүй,2,Ашиглалтад орсон,21.0,60.0,8899₮,,Модны 2,,,,,,Баянгол,Хороо 17,17,95.0,52.0,1.8269230769230769
191,191,54,Худ 19-р хороолол 3өндөрт 2өрөө 56мкв,175 сая ₮,2024-03-11,09:02,8010203,,2 өрөө,"УБ — Хан-Уул, Хан-Уул, Хороо 2","
ХУД 2-р хороо, 19-р хороолол 3 өндөрт 12-р байранд гал тогоо тусдаа 2 өрөө /56м2/ орон сууц худалдана.
- 2/12 давхарт
- Урагшаа харсан 3 цонхтой
- Улсын 15,18, 52,75 сургууль
- Улсын 46, 65, 67, 72 цэцэрлэг
- 19-н автобусны буудлын яг ард
- 19-н үйлчилгээ төв 200м
- 2011 онд ашиглалтанд орсон",https://www.unegui.mn/adv/8010203_khud-19-r-khoroolol-3ondort-2oroo-56mkv/,Паркет,1 тагттай,2011,Байхгүй,Вакум,12,Бүргэд,56.0 м²,2,Лизинггүй,3,Ашиглалтад орсон,21.0,55.0,8899@,,19-р хороолол,,,,,,Хан-Уул,Хороо 2,2,175.0,56.0,3.125
192,192,55,2өрөө байр,120 сая ₮,2024-03-11,09:02,8098173,,2 өрөө,"УБ — Баянзүрх, 16-р хороолол","
БЗД 16-р хороололд 45м2 2 өрөө маш дулаахан байр зарна. Гэрчилгээ бэлэн.",https://www.unegui.mn/adv/8098173_2oroo-bair-zarna/,Паркет,1 тагттай,2013,Байгаа,Вакум,12,Бүргэд,45.0 м²,7,Лизинггүй,2,Ашиглалтад орсон,21.0,56.0,,,Цайз,,,,,,Баянзүрх,16-р хороолол,,120.0,45.0,2.6666666666666665
193,193,56,Худ арцат ам ирээдүйн билэг хотхонд 44.85мк 2 өрөө,2.9 сая ₮,2024-03-11,09:02,8110117,,2 өрөө,"УБ — Хан-Уул, Яармаг","
ХУД арцат ам Ирээдүйн билэг хотхонд 44.85мк 2өрөө худалдана.

2023 оны 12 сард ашиглалтанд орсон
13/13давхарт
44.85мк /2өрөө
Үнэ 130сая/ мк 2.900.000
Урагшаа харсан цонхтой
Захиалгын гэрээ шилжүүлнэ
Комисс акт гарсан
Цоо шинэ хүн амьдраагүй",https://www.unegui.mn/adv/8110117_khud-artsat-am-ireeduin-bileg-khotkhond-44-85mk-2oroo/,Паркет,1 тагттай,2024,Байхгүй,Вакум,13,Бүргэд,44.85 м²,13,Лизинггүй,2,Ашиглалтад орсон,21.0,57.0,,,Яармаг,,,,,,Хан-Уул,Яармаг,,2.9,44.85,0.06465997770345595
194,194,57,Yarmag artsat-2 3 uruu 78m2,2.65 сая ₮,2024-03-11,09:02,8045826,,3 өрөө,"УБ — Хан-Уул, Яармаг","
Арцат-2 78,34м2 3 өрөө зарна
2022 онд ашиглалтанд орсон
16/5 давхарт
Зүүн харсан цонх, тагттай
Гэрчилгээ бэлэн",https://www.unegui.mn/adv/8045826_yarmag-artsat-2-3-uru-zarna/,Паркет,1 тагттай,2022,Байхгүй,Вакум,16,Бүргэд,78.0 м²,5,Лизинггүй,3,Ашиглалтад орсон,21.0,58.0,,,Яармаг,,,,,,Хан-Уул,Яармаг,,2.65,78.0,0.03397435897435897
195,195,58,Офицерт 2 өрөө байр,102 сая ₮,2024-03-11,09:02,8081917,,2 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 16","
🏩 БЗД ОФФИЦЕР ТАУН хотхонд 39,6м2 1 өрөөг 2 өрөө болгож зассан байр худалдана
2017 онд ашиглалтанд орсон
12/4 давхарт
Баруун болон хойш харсан цонх, тагттай
Гэрчилгээ бэлэн",https://www.unegui.mn/adv/8081917_ofitsert-bair-zarna/,Паркет,1 тагттай,2017,Байхгүй,Мод,12,Бүргэд,40.0 м²,4,Банкны лизингтэй,3,Ашиглалтад орсон,21.0,59.0,,,Цайз,,,,,,Баянзүрх,Хороо 16,16,102.0,40.0,2.55
196,196,53,Өгөөмөрийн ард 2 өрөө байр 53m2,"2.9 сая ₮
үнэ тохирно",2024-03-11,09:06,8080751,,2 өрөө,"УБ — Баянзүрх, Өгөөмөр захын зүүн","
Өгөөмөрийн ард шинэ 2өрөө байр зарна айлууд н орсон бгaa mashin oroltsuulj bolno 20ios 30 sayd",https://www.unegui.mn/adv/8080751_shine-2oroo-bair-zarna/,Паркет,1 тагттай,2024,Байхгүй,Вакум,12,Бүргэд,53.0 м²,9,Лизинггүй,2,Ашиглалтад орсон,21.0,54.0,,,Өгөөмөр,,,,,,Баянзүрх,Өгөөмөр захын зүүн,,2.9,53.0,0.05471698113207547
197,197,52,"100 айл, 32 тойрог урд 2 өрөө 50.68м2","111.5 сая ₮
үнэ тохирно",2024-03-11,09:08,8110040,,2 өрөө,"УБ — Сүхбаатар, 100 айл","
2 ЖИЛИЙН ХУВЬ ЛИЗИНГ ХИЙНЭ

📍 100 айл, Хангай хотхоны ард, Diamond apartment 2 өрөө байрнууд.
- 2 жилийн хүүгүй ХУВЬ лизингээр өгнө

- 2024 оны 4-р улиралд ашиглалтад орно
- 16/13 давхарт
- 50.68 мкв | Баруун харсан
- 63.32 мкв | Урагш баруун зүүн

Төлбөрийн нөхцөл:
- Урьдчилгаа 50% + 2 жилийн хүүгүй хувь лизинг
- 80-100% Бартер сонсоно",https://www.unegui.mn/adv/8110040_100-ail-32-toirog-urd-2-oroo-khuv-lizingeer/,Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,50.68 м²,13,Хувь лизингтэй,2,Ашиглалтад ороогүй,21.0,53.0,,,100 айл,,,,,,Сүхбаатар,100 айл,,111.5,50.68,2.2000789265982634
198,198,51,Нисэх буман залуус 79мкв 3өрөө,2.5 сая ₮,2024-03-11,09:10,7940379,,3 өрөө,"УБ — Хан-Уул, Нисэх","
📍ХУД Нисэхийн спорт ордны зүүн талд Буман залуус хотхонд 79мкв 3өрөө байр яаралтай зарна.
✅16/10давхарт
✅Зүүн баруун тийшээ харсан цонхтой
✅Цэвэр агаар тав тухтай орчин
✅1,2давхартаа үйлчилгээний төвтэй
✅Автобусний буудалтай ойрхон
✅Зах зээлийн үнээс хямд зарна",https://www.unegui.mn/adv/7940379_nisekh-buman-zaluus-79mkv-3oroo/,Паркет,1 тагттай,2020,Байхгүй,Вакум,16,Төмөр,79.0 м²,10,Лизинггүй,4,Ашиглалтад орсон,21.0,52.0,,,Нисэх,,,,,,Хан-Уул,Нисэх,,2.5,79.0,0.03164556962025317
199,199,50,Japan town c1 92.74 мкв 3 өрөө,550 сая ₮,2024-03-11,09:12,7954335,,3 өрөө,"УБ — Хан-Уул, Japan town","
ХУД, 𝟏 хороо, 𝐉𝐚𝐩𝐚𝐧 𝐓𝐨𝐰𝐧-д 𝟗𝟐.𝟕𝟒мкв 𝟑 өрөө байр худалдана.

- 𝟕 | 𝟏 давхарт
- Баруун харсан 𝟑 цонхтой
- 𝟐 ариун цэврийн өрөөтэй
- Дулаан зогсоолтой

нийт үнэ: 550,0 сая зогсоол орсон( доод үнэ)",https://www.unegui.mn/adv/7954335_japan-town-c1-92-74-mkv-3-oroo/,Паркет,1 тагттай,2010,Байгаа,Вакум,7,Төмөр,92.74 м²,1,Лизинггүй,4,Ашиглалтад орсон,21.0,51.0,,,Хүннү,,,,,,Хан-Уул,Japan town,,550.0,92.74,5.930558550787147
200,200,49,Sky garden residence 159 мкв 4 өрөө,1.35 Тэрбум ₮,2024-03-11,09:13,7859396,,4 өрөө,"УБ — Хан-Уул, River Garden","
#Sky_Garden_residence 4 өрөө байр худалдана.

Нийт үнэ 1 тэрбум 350 сая

159 мкв| 5 давхарт | Баруун зүүн урагшаа харсан харууцтай
- 3 унтлагын өрөө
- 3 ариун цэврийн өрөө
- Саунтай
- Зочны өрөө том саруулхан
- Харууц гоё
- Дулаан зогсоол 80 сая /тусдаа үнэтэй/",https://www.unegui.mn/adv/7859396_sky-garden-residence-159-mkv-4-oroo/,Паркет,1 тагттай,2023,Байгаа,Вакум,16,Төмөр,159.0 м²,5,Лизинггүй,6,Ашиглалтад орсон,21.0,50.0,,,Маршал,,,,,,Хан-Уул,River Garden,,1350.0,159.0,8.49056603773585
201,201,47,Алтай хотхоны баруун хойно 2 өрөө 47мкв,143 сая ₮,2024-03-11,09:15,8110149,,2 өрөө,"УБ — Баянгол, Алтай хотхон","
Алтай хотхоны баруун хойно.
2өрөө 47мкв цоо шинэ байр худалдана.",https://www.unegui.mn/adv/8110149_altai-khotkhony-baruun-khoino-2-oroo-47mkv/,Паркет,1 тагттай,2023,Байхгүй,Төмөр вакум,16,Бүргэд,47.0 м²,4,Лизинггүй,2,Ашиглалтад орсон,21.0,48.0,,,Алтай хотхон,,,,,,Баянгол,Алтай хотхон,,143.0,47.0,3.0425531914893615
202,202,48,"Хүслийн өргөөд 2 өрөө 59,57м2",173 сая ₮,2024-03-11,09:15,8110129,,2 өрөө,УБ — Сүхбаатар,"
Хүслийн өргөө хотхонд 58,57мкв 2 өрөө байр худалдана
2013онд ашиглалтанд орсон 12/10давхарт
✅Үнэ:мкв 2.900.000
зүүн харсан 1 цонх
Урагшаа харсан 2 цонх 1тагттай",https://www.unegui.mn/adv/8110129_khusliin-orgood-2-oroo/,Паркет,1 тагттай,2013,Байхгүй,Вакум,12,Бүргэд,59.57 м²,10,Лизинггүй,3,Ашиглалтад орсон,21.0,49.0,,,,,,,,,Сүхбаатар,,,173.0,59.57,2.904146382407252
203,203,45,"Japan town c4 137,95 мкв 3 өрөө",1.17 Тэрбум ₮,2024-03-11,09:16,7953983,,3 өрөө,"УБ — Хан-Уул, Japan town","
📍ХУД, 15-р хороо, Жапан таун c 4 хотхонд 137.95 мкв Оффисын зориулалтаар ашиглаж байсан 3 өрөө орон сууц худалдана.

✨Үнэ: 1,172,575,000₮/ 1мкв-8.5 сая/

Нэмэлт мэдээлэл:
▪️137.95 мкв | 1 давхарт
▪️Цонх- зүүн болон хойшоо
▪️Гадагшаа хаалга гаргах боломжтой
▪️Үйлчилгээ болон оффисоор ашиглах боломжтой
▪️Гэрчилгээ бэлэн
▪️Гаднаа террастай",https://www.unegui.mn/adv/7953983_japan-town-c4-137-95-mkv-3-oroo/,Паркет,1 тагттай,2016,Байхгүй,Вакум,12,Төмөр,138.0 м²,1,Лизинггүй,4,Ашиглалтад орсон,21.0,46.0,,,Хүннү,,,,,,Хан-Уул,Japan town,,1170.0,138.0,8.478260869565217
204,204,46,"Бзд, 26 хороо, sunrise town-д 90мкв 3 өрөө байр",378 сая ₮,2024-03-11,09:16,8110152,,3 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 26","
БЗД, 26 хороо, Sunrise town-д 90мкв 3 өрөө байр худалдана.

- 15/8 давхарт
- Баруун болон зүүн харсан цонхтой
- Гал тогоо тусдаа, 2 АЦӨ, 1 хувцасны өрөөтэй
- Засвар хийх шаардлагагүй
- Гэрчилгээ бэлэн

Үнэ: 4,200,000₮ ~ 378,000,000₮",https://www.unegui.mn/adv/8110152_bzd-26-khoroo-sunrise-town-d-90mkv-3-oroo-bair-khudaldana/,Паркет,1 тагттай,2015,Байхгүй,Вакум,15,Бүргэд,90.0 м²,8,Лизинггүй,3,Ашиглалтад орсон,21.0,47.0,,,Цэцэрлэгт хүрээлэн,,,,,,Баянзүрх,Хороо 26,26,378.0,90.0,4.2
205,205,44,Japan town c5-д 3 өрөө байр 133м2,"1.3 Тэрбум ₮
1.4 Тэрбум ₮",2024-03-11,09:17,7334702,,3 өрөө,"УБ — Хан-Уул, Japan town","
#𝐉𝐀𝐏𝐀𝐍 _𝐓𝐎𝐖𝐍 #𝐂𝟓 блокд 133.5м2 , 3 өрөө орон сууц худалдана
ҮНЭ: 1,300,000,000 төгрөг ( 1 дулаан зогсоол орсон )
- Хүн амьдраагүй шинэ
-гал тогоо тавилга болон цахилгаан хэрэгсэлтэй /
-3 ариун цэврийн өрөөтэй
-Laundry хэсэгтэй
-Хүнсний агуулахтай
-Бүх өрөөнөөсөө балконруугаа гарах боломжтой
- Зохион байгуулалт сайтай
- дулаан авто зогсоолтой
✅Мөн Банкны 1.3% -1.5% хүүтэйгээр зээл олгож өгнө.",https://www.unegui.mn/adv/7334702_japan-town-c5-d-3-oroo-khudaldana/,Паркет,1 тагттай,2019,Байгаа,Вакум,20,Бүргэд,133.0 м²,13,Банкны лизингтэй,3,Ашиглалтад орсон,21.0,45.0,,,Хүннү,,,,,,Хан-Уул,Japan town,,1300.0,133.0,9.774436090225564
