N,Зарын гарчиг,Нийт үнэ 0,Огноо,Цаг,Зарын дугаар,Утасны дугаар,Өрөө,Дүүрэгт байршил,Тайлбар,url,Шал:,Тагт:,Ашиглалтад орсон огноо,Гараж:,Цонх:,Барилгын давхар,Хаалга:,М2 0,Байрны давхар,Лизингээр авах боломж,Цонхны тоо,Барилгын явц:,ad_page,ad_order,location:,Байршил 2,mylocation,Хотхоны ID,Хотхоны нэр,Дэд байршил,Lat,Long,Дүүрэг,Байршил,Хороо,Нийт үнэ,М2,М2 үнэ
106,Кинг товерт мастер унтлагын өрөөтэй.гал тогооны тавилгатай 66м 2 өрөө 66м2,"297 сая ₮
үнэ тохирно",3/21/2024,20:09,8115891,,2 өрөө,"УБ — Хан-Уул, King Tower","
Кинг товер хотхоны чанартай баригдсан 129-р байрны 13 давхарын 66м зохион байгуулалт сайтай 2 ариун цэврийн өрөө, тагттай Гал тогооны болон хувцасны 2 шкаф шинэ цахилгаан хэрэгсэлүүдтэй хүн тогтмол амьдарч байгаагүй 2 өрөө байр хямд зарна.",https://www.unegui.mn/adv/8115891_king-tovert-master-untlagyn-orootei-gal-togoony-tavilgatai-66m-2-oroo-khiamd-zarna/,Паркет,1 тагттай,2021,Байхгүй,Вакум,16,Төмөр вакум,66.0 м²,13,Лизинггүй,2,Ашиглалтад орсон,19,57,,,Маршал,,,,,,Хан-Уул,King Tower,,297,66,4.5
107,King tower 115м² 3-өрөө,4.2 сая ₮,3/21/2024,20:09,8144203,,3 өрөө,"УБ — Хан-Уул, King Tower","
King tower 127-р байр 115м² загварын байр
Мастер унтлагын өрөө, хувцасны өрөө
Хүүхдийн өрөө, хүүхдийн угаалгын өрөө
Нийт 3 ариун цэврийн өрөөтэй
Ор, хөргөгч, угаалгын машинаас бусад бүх тавилгыг бэлэглэнэ
Зочны өрөөний дам нурууг уусгаж засвар хийсэн
Саарлаар нь худалдаж аваад мэргэжлийн багаар дотор засалыг хийлгэсэн.
3 хүүхэдтэй айл байгаа, энерги сайтай
Бартерт он залуу G class, жижиг м² байр оролцуулах боломжтой.",https://www.unegui.mn/adv/8144203_king-tower-115m2-3-oroo/,Паркет,Тагтгүй,2023,Байгаа,Вакум,16,Бүргэд,115.0 м²,12,Лизинггүй,3,Ашиглалтад орсон,19,58,,,Маршал,,,,,,Хан-Уул,King Tower,,4.2,115,0.036521739
108,"Gem mall, уб паласын хажууд 75.58 мкв 3 өрөө","210 сая ₮
үнэ тохирно",3/21/2024,20:08,8144200,,3 өрөө,"УБ — Баянгол, Баянгол, Хороо 6","
Gem Mall, УБ Паласын хажууд 75.58 мкв 3 өрөө худалдана
Үнэ: 210.000.000
-Хотын төвд, УБ Паласын зүүн талд
-Зөв зохион байгуулалттай
-Гал тогооны тавилга болон үүдний шкаф үлдэнэ
-Баруун болон хойш харууцтай
-00 болон ванны өрөө тусдаа
-Гэрчилгээ бэлэн, банкны зээлээр авах боломжтой",https://www.unegui.mn/adv/8144200_gem-mall-ub-palasyn-khazhuud-75-58-mkv-3-oroo-khudaldana/,Паркет,1 тагттай,2008,Байгаа,Вакум,6,Бүргэд,75.0 м²,2,Банкны лизингтэй,4,Ашиглалтад орсон,19,59,,,"3, 4 хороолол",,,,,,Баянгол,Хороо 6,6,210,75,2.8
109,Хотын төвийн 3 өрөө байр,"320 сая ₮
үнэ тохирно",3/21/2024,20:07,7943360,,3 өрөө,"УБ — Чингэлтэй, Чингэлтэй, Хороо 5","
●Чд 5 хороо Тэнгис кино театрын ард байрлах 16 давхар Бүти компаний барьсан 2014 онд ашиглалтан орсон 34-р байрны
●4 давхарт , наран талдаа цонхтой, 78м2 талбайтай, 3 өрөө
● 2014 онд ашиглалтад орсон
● 2 полконтой, засвар хийсэн
● доороо гараш, гаднаа зогсоол, хүүхдийн тоглоомын талбайтай
● гадна болон дотор Тохижилт сайтай, цэвэрхэн
● Гал тогооны тавилга, үүдний болон 3 өрөөний шкаф, полконы шкафтай хамт зарна.
● үнэ м2 нь 4 000 000 төгрөг
● доороо 2 дулаан зогсоолтой, тусдаа үнэтэй",https://www.unegui.mn/adv/7943360_khotyn-toviin-3-oroo-bair/,Паркет,2 тагттай,2014,Байгаа,Вакум,16,Төмөр,78.0 м²,4,Хувь лизингтэй,4,Ашиглалтад орсон,19,60,,,5-р сургууль,,,,,,Чингэлтэй,Хороо 5,5,320,78,4.102564103
110,Үцхүрээлэн хойно 51м2 2 өрөө байр,220 сая ₮,3/21/2024,20:06,8144192,,2 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 26","
БЗ дүүрэг Үндэсний цэцэрлэгт хүрээлэнгийн чанх хойно,бүрэн цутгамал,металл фасадтай Santo Life хотхонд 2 өрөө байрыг борлуулалтын үнээс 30 сая төгрөг хямдруулаад яаралтай хямдхан зарна.",https://www.unegui.mn/adv/8144192_khotyn-tovd-2024-ony-2-ulirald-ashiglaltand-orokh-oron-suuts-khiamd-zarna/,Паркет,1 тагттай,2024,Байхгүй,Вакум,23,Бүргэд,51.5 м²,23,Лизинггүй,3,Ашиглалтад ороогүй,20,1,,,Цэцэрлэгт хүрээлэн,,,,,,Баянзүрх,Хороо 26,26,220,51.5,4.27184466
111,Офицерт х апартментын зүүн талд 40мкв 2 өрөө,115 сая ₮,3/21/2024,20:05,7716168,,2 өрөө,"УБ — Баянзүрх, Офицер","
- Офицер Х апартментын зүүн талд 2015 онд ашиглалтанд орсон 2 өрөө байр зарна
-9 давхарын 1 давхарт /40мв/ 2 өрөө
-Үнэ 115 сая
-Улсын сургууль цэцэрлэг бүх үйлчилгээндээ ойр",https://www.unegui.mn/adv/7716168_ofitsert-kh-appartmentyn-zuun-tald-2-oroo/,Паркет,2 тагттай,2015,Байхгүй,Вакум,9,Бүргэд,40.0 м²,1,Лизинггүй,3,Ашиглалтад орсон,20,2,,,Офицер,,,,,,Баянзүрх,Офицер,,115,40,2.875
112,Арцат 2 хотхонд 79.6м2 3 өрөө байр,"2.9 сая ₮
үнэ тохирно",3/21/2024,20:00,8108923,,3 өрөө,"УБ — Хан-Уул, Яармаг","
ХУД,Яармаг Арцатын аманд байрлалтай Арцат 2 хотхонд 1432 байранд /5 блок/ 79.6м2 2 ариун цэврийн өрөөтэй 3 өрөө байр зарна. Зарим тавилга үлдэнэ.",https://www.unegui.mn/adv/8108923_artsat-2-khotkhond-79-6m2-2-ariun-tsevriin-orootei-3-oroo-bair-zarna/,Паркет,1 тагттай,2022,Байхгүй,Вакум,16,Бүргэд,79.6 м²,10,Лизинггүй,3,Ашиглалтад орсон,20,3,,,Яармаг,,,,,,Хан-Уул,Яармаг,,2.9,79.6,0.036432161
113,Бзд x apartment-ийн урд 43мкв 2 өрөө,"115 сая ₮
125 сая ₮",3/21/2024,19:56,8023109,,2 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 26","
БЗД X apartment-ийн урд 43мкв 2 өрөө худалдана.
-2013 он
-Урагшаа болон зүүн харсан харууцтай
-гэрчилгээ бэлэн",https://www.unegui.mn/adv/8023109_bzd-x-apartment-iin-urd-43mkv-2-oroo-khudaldana/,Паркет,1 тагттай,2013,Байхгүй,Вакум,12,Бүргэд,43.0 м²,7,Лизинггүй,3,Ашиглалтад орсон,20,4,,,Цэцэрлэгт хүрээлэн,,,,,,Баянзүрх,Хороо 26,26,115,43,2.674418605
114,Налайхын гордокт 1 өрөө орон сууц 33м2,68 сая ₮,3/21/2024,19:55,8072036,,1 өрөө,"УБ — Налайх, Налайх, Хороо 2","
Налайхын гордогт 1 өрөө 33м2 орон сууц худалдана. Тусдаа гал тогоотой. Цэвэр агаарт. Дулаахан.
1 машины дулаан граш дагалдана.",https://www.unegui.mn/adv/8072036_nalaikhyn-gordokt-1-oroo-oron-suuts-khudaldana/,Паркет,1 тагттай,2014,Байгаа,Вакум,5,Бүргэд,33.0 м²,1,Лизинггүй,2,Ашиглалтад орсон,20,5,,,,,,,,,Налайх,Хороо 2,2,68,33,2.060606061
115,Хүннү𝟐𝟐𝟐𝟐-д 𝟏𝟏𝟕.𝟖𝟑мк.в 𝟒 өрөө байр,"624.5 сая ₮
үнэ тохирно",3/21/2024,19:51,8144163,,4 өрөө,"УБ — Хан-Уул, Хүннү","
ХУД 𝟏𝟖-р хороо Хүннү-𝟐𝟐𝟐𝟐 𝟏-р ээлжинд 𝟏𝟏𝟕.𝟖𝟑мк.в 𝟒 өрөө байр худалдана

☎️|📌Үнэ:𝟏мкв:5.200.000

▪️𝟏𝟗/𝟏 давхарт
▪️Мастер унтлагын өрөөтэй
▪️Урагш 𝟑 цонх хойш 𝟐 цонхтой , 𝟐 тагттай

🌱Ногоон байгууламж, Усан оргилуур
💁‍♀️Хотхондоо машин ордоггүй хүүхдэд ээлтэй, 𝟏𝟎𝟎% бүрэн цутгамал ( 𝟖 балл)

Хурд группын бүтээн байгуулалт
▪️Орчлон, Хобби , 𝟏𝟑𝟎-р сургууль ойр
▪️Гэрчилгээ бэлэн
💁‍♀️Гал тогооны тавилга, плитка, хиншүү сорогч, үүдний шкаф, хувцасны өрөөний шкаф, абжурууд, хөшигнүүд үлдэнэ.",https://www.unegui.mn/adv/8144163_khunnu2222-d-117-83mk-v-4-oroo-bair-khudaldana/,Паркет,2 тагттай,2020,Байхгүй,Вакум,19,Бүргэд,117.83 м²,1,Банкны лизингтэй,6,Ашиглалтад орсон,20,6,,,Хүннү,,,,,,Хан-Уул,Хүннү,,624.5,117.83,5.300008487
116,Алтай хотхон 2 өрөө байр,"3.6 сая ₮
үнэ тохирно",3/21/2024,19:50,8144157,,2 өрөө,"УБ — Баянгол, Алтай хотхон","
БГД 24р хороо Алтай хотхонд шинэ ашиглалтанд орсон 2өрөө байрыг худалдана.",https://www.unegui.mn/adv/8144157_shine-2-oroo-bair-khudaldana/,Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,45.0 м²,11,Лизинггүй,2,Ашиглалтад орсон,20,7,,,Алтай хотхон,,,,,,Баянгол,Алтай хотхон,,3.6,45,0.08
117,Хүннү2222 4өрөө орон сууц 96m2,5.75 сая ₮,3/21/2024,19:50,8099395,,4 өрөө,"УБ — Хан-Уул, Хүннү","
Хүннү2222 3-р ээлжийн 96мкв
Урагшаа харсан 2 хойшоо харсан 3 цонхны харууц маш гоё 2тагттай
2ариун цэврийн өрөө
4 өрөө орон сууц худалдана",https://www.unegui.mn/adv/8099395_khunnu2222-4oroo-oron-suuts/,Паркет,2 тагттай,2024,Байхгүй,Вакум,23,Бүргэд,96.0 м²,22,Лизинггүй,5,Ашиглалтад орсон,20,8,,,Хүннү,,,,,,Хан-Уул,Хүннү,,5.75,96,0.059895833
118,Цэнгэлдэх хотхонд 3 өрөө 80m2 байр,"510 сая ₮
үнэ тохирно",3/21/2024,19:45,8134270,,3 өрөө,"УБ — Хан-Уул, 120 мянгат","
Цэнгэлдэх хотхонд 3 өрөө орон худалдана.
-80м², 2 унтлагын өрөө, 2 ариун цэврийн өрөөтэй, 1 тагттай
-Баруун болон хойш маш гоё харууцтай",https://www.unegui.mn/adv/8134270_tsengeldekh-khotkhond-3-oroo/,Паркет,1 тагттай,2020,Байхгүй,Вакум,23,Төмөр,80.0 м²,17,Банкны лизингтэй,4,Ашиглалтад орсон,20,9,,,120 мянгат,,,,,,Хан-Уул,120 мянгат,,510,80,6.375
119,Голден будда хотхонд тавилгатай 2өрөө байр,439 сая ₮,3/21/2024,19:43,8144144,,2 өрөө,"УБ — Хан-Уул, Зайсан","
ХУД 11-р хороо, Зайсан ""Голден Будда"" хотхонд 2 өрөө орон сууц иж бүрэн тавилгын хамт худалдана.
▪️ 2020 онд ашиглалтанд орсон
▪️ 76.8м2 | 2 өрөө | 15/10 давхарт
▪️ Хойш харсан 2 цонхтой
▪️ Иж Бүрэн тавилгатай",https://www.unegui.mn/adv/8144144_golden-budda-khotkhond-tavilgatai-2oroo-bair/,Паркет,1 тагттай,2020,Байхгүй,Вакум,15,Төмөр,77.0 м²,10,Лизинггүй,2,Ашиглалтад орсон,20,10,,,Зайсан,,,,,,Хан-Уул,Зайсан,,439,77,5.701298701
120,Зайсанд chariot residence хотхонд 205мкв 4 өрөө,1.2 Тэрбум ₮,3/21/2024,19:42,6082048,,4 өрөө,"УБ — Хан-Уул, Зайсан","
📍Зайсан, American school - ийн урд байрлалтай Chariot residence тансаг зэрэглэлийн хотхонд 3 давхрын 205 м2 4 өрөө байр худалдана.
/2 гаражийн үнэ орсон/
Суурилуулсан тавилгууд үлдэнэ.
- 3 00 өрөө, 2 агуулахын өрөөтэй
- 2020 оны шилдэг барилгаар шалгарсан
- Chariot Хотхон нь орчин үеийн шийдэл бүхий, барилгын хийцлэл дотоод заслыг чанарын өндөр түвшинд хийсэн.
Тус хотхон нь:
- Бүрэн цутгамал, гантиг болон чулуун фасадтай
- Төвийн шугамд холбогдсон
- Европ стандартын 15 жилийн баталгаатай дуу тусгаарлачтай Holzer брэндийн хаалга
- Германы KOHLER брэндийн тоноглолуудтай
- Германы 15 жилийн баталгаатай REHAU брэндийн вакум цонх
- Германы байгалийн тосон матт гадаргуу болон 3 давхарга бүхий ter Hürne цэвэр модон шалтай
Давуу талууд:
- Нийт 72 айлын, 6 блок орон сууц, давхар бүртээ 2 айлтай
- Айл бүрт доороо 2 машины зогсоолыг шийдэж өгсөн
- Цөөн айлтай нам гүм
Бэлэн болон Банкны зээлээр худалдана.",https://www.unegui.mn/adv/6082048_zaisand-chariot-residence-khotkhond-205mkv-4-oroo/,Паркет,1 тагттай,2020,Байгаа,Вакум,6,Төмөр вакум,205.0 м²,3,Банкны лизингтэй,5,Ашиглалтад орсон,20,11,,,Зайсан,,,,,,Хан-Уул,Зайсан,,1200,205,5.853658537
121,Бөхийн өргөө урд 41мкв 1 өрөө байр,133 сая ₮,3/21/2024,19:42,8144132,,1 өрөө,"УБ — Баянзүрх, Бөхийн Өргөө","
Бөхийн өргөөгийн урд 13 р хороолол, Efes дэлгүүрийн хажууд байрлах 4/14 давхарт 1 өрөө 41м2 байрыг гал тогооны тавилга, үүдний шкафын хамт зарна. 5 м үргэлжилсэн урт цонхтой.
🎈Оюунлаг сургуулийн баруун талд
🎈21, 84 р сургуультай ойр
🎈Доороо цэцэрлэгтэй",https://www.unegui.mn/adv/8144132_bokhiin-orgoogiin-urd-oiuunlag-surguuliin-baruun-tald/,Паркет,Тагтгүй,2013,Байхгүй,Вакум,14,Бүргэд,41.0 м²,4,Лизинггүй,1,Ашиглалтад орсон,20,12,,,,,,,,,Баянзүрх,Бөхийн Өргөө,,133,41,3.243902439
122,Офицерт 29мкв 1 өрөө байр,80 сая ₮,3/21/2024,19:38,8144123,,1 өрөө,"УБ — Баянзүрх, Офицер","
Офицерт, Икс-Апартментын зүүн талд 29,4мкв 1 өрөө дулаахан байр

~ Автобус болон төв замтайгаа ойрхон
~ Зохион байгуулалт сайтай
~ Тохилог дулаахан
~ Засвар хийсэн
~ Хойд зүгт харсан цэлгэр 2 цонхнуудтай.
~ 1 жижиг тагттай
~ Гадаанаа зогсоол сайтай тул дуу шуугиан байхгүй
~ Улсын контортой
~ СӨХ сайтай
~ Банк болон бүх үйлчилгээ ойрхон
~ Улсын 21-р цэцэрлэг, 44 болон 53-р сургуулийн харъяа

Илүү дэлгэрэнгүйг утсаар лавлана уу.",https://www.unegui.mn/adv/8144123_ofitsert-dulaakhan-zokhion-baiguulalt-saitai-1-oroo-bair-zarna/,Паркет,1 тагттай,2012,Байхгүй,Вакум,9,Вакум,29.4 м²,9,Банкны лизингтэй,2,Ашиглалтад орсон,20,13,,,Офицер,,,,,,Баянзүрх,Офицер,,80,29.4,2.721088435
