N,Зарын гарчиг,Нийт үнэ 0,Огноо,Цаг,Зарын дугаар,Утасны дугаар,Өрөө,Дүүрэгт байршил,Тайлбар,url,Шал:,Тагт:,Ашиглалтад орсон огноо,Гараж:,Цонх:,Барилгын давхар,Хаалга:,М2 0,Байрны давхар,Лизингээр авах боломж,Цонхны тоо,Барилгын явц:,ad_page,ad_order,Байршил 2,Код:,mylocation,Хотхоны ID,Хотхоны нэр,Дэд байршил,Lat,Long,Дүүрэг,Байршил,Хороо,Нийт үнэ,М2,М2 үнэ
103,Бичилд зам дагуу 4 өрөө 72м2,"170 сая ₮
үнэ тохирно",3/7/2024,16:50,7804149,9999-1786,4 өрөө,"УБ — Баянгол, 3, 4 хороолол","
3н өрөө зам дагуу
-урагшаа болон хойшоо харсан цонхтой
-5 | 1 давхарт гадагшаа хаалга гаргаад үйлчилгээгээр ашиглах боломжтой
хажууд айлууд бүгд гаргасан
-Сургууль . цэцэрлэг болон хороо автобусны буудалтай ойр
-засвар хийх шаардлагатай",https://www.unegui.mn/adv/7804149_bichild-zam-daguu-gadagshaa-sungakh-bolomzhtoi-4-oroo/,Паркет,Тагтгүй,1990,Байхгүй,Вакум,5,Бүргэд,72.0 м²,1,Лизинггүй,4,Ашиглалтад орсон,5.0,41.0,,,"3, 4 хороолол",,,,,,Баянгол,"3, 4 хороолол",,170.0,72.0,2.361111111111111
104,Арвижих хотхонд 3 өрөө,"1.9 сая ₮
2.1 сая ₮ үнэ тохирно",3/7/2024,16:50,7846438,9999-1786,3 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 4","
83.55 мкв тай
зүүн болон хойшоо харсан цонхтой
бүрэн цутгамал
одоо дулаанаа авсан гадна пасатт дуусаж байгаа хотхоны а блок д яаралтай бартерын ганц орон сууцаа зарна",https://www.unegui.mn/adv/7846438_arvizhikh-khotkhond-odoo-ashiglaltand-orokh-3-oroo-barteryn-bair/,Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,83.58 м²,4,Лизинггүй,4,Ашиглалтад ороогүй,5.0,42.0,,,Жуков,,,,,,Баянзүрх,Хороо 4,4,1.9,83.58,0.02273271117492223
105,"Хос даль хотхон 73,63мкв 3 өрөө",288 сая ₮,3/7/2024,16:46,8073354,9990-7438,3 өрөө,"УБ — Хан-Уул, Хан-Уул, Хороо 3","
Хос даль хотхон
Жигүүр гранд барьсан
73,63мкв 3 өрөө
Цонх зүүн харсан 16/12 давхарт
Алтай хотхоны урд",https://www.unegui.mn/adv/8073354_khos-dal-khotkhon-73-63mkv-3-oroo/,Паркет,1 тагттай,2022,Байхгүй,Вакум,16,Бүргэд,73.63 м²,12,Лизинггүй,3,Ашиглалтад орсон,5.0,43.0,,,Зайсан хойно,,,,,,Хан-Уул,Хороо 3,3,288.0,73.63,3.9114491375797913
106,Tumur zamd 3 uruu,"175 сая ₮
үнэ тохирно",3/7/2024,16:38,7779949,9000-0302,3 өрөө,"УБ — Баянгол, Баянгол, Хороо 3","
BGD 3-r horoo ganzam zochid. buudliin ard huuchnii 3n uruu oron suuts hudaldana.",https://www.unegui.mn/adv/7779949_tumur-zamd-3n-uruu-oron-suuts-hudaldana/,Паркет,1 тагттай,1990,Байхгүй,Вакум,5,Бүргэд,62.0 м²,3,Лизинггүй,4,Ашиглалтад орсон,5.0,44.0,,,Нарны хороолол,,,,,,Баянгол,Хороо 3,3,175.0,62.0,2.8225806451612905
107,Зайсан соёмбо хотхонд 61мкв 2 өрөө,"3.3 сая ₮
үнэ тохирно",3/7/2024,16:32,7620027,9440-0070,2 өрөө,"УБ — Хан-Уул, Зайсан",,https://www.unegui.mn/adv/7620027_zaisan-soiombo-khotkhond-61mkv-2-oroo-oron-suuts/,Паркет,1 тагттай,2012,Байхгүй,Вакум,6,Төмөр,61.0 м²,4,Лизинггүй,2,Ашиглалтад орсон,5.0,45.0,,,Зайсан,,,,,,Хан-Уул,Зайсан,,3.3,61.0,0.054098360655737705
108,Үндэсний цэцэрлэгт хүрээлэнгийн ард true l хотхонд 4 өрөө,3.85 сая ₮,3/7/2024,16:32,8102519,9000-2111,4 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 26","
Цэцэрлэгт хүрээлэнгийн ард тансаг зэрэглэлийн бүрэн цутгамал 4 өрөө байр худалдана.
- Солонгос компани барьсан
- Гэрээсээ шууд цэцэрлэгт хүрээлэн рүү 2 МИНУТ алхаад орох боломжтой.
- УБхот доторх хамгийн цэвэр агаартай хэсэг
- 100 хувь цутгамал /газар хөдлөлтийн 8 баллд тэсвэртэй/
- зүүн ба хойш харсан цонхнуудтай
- маш дулаахан
- 2 ариун цэврийн өрөөтэй
16/9 давхарт
Гэрчилгээ бэлэн",https://www.unegui.mn/adv/8102519_undesnii-tsetserlegt-khureelengiin-ard-true-l-khotkhond-4-oroo/,Паркет,2 тагттай,2015,Байхгүй,Вакум,16,Бүргэд,91.0 м²,9,Лизинггүй,5,Ашиглалтад орсон,5.0,46.0,,,Цэцэрлэгт хүрээлэн,,,,,,Баянзүрх,Хороо 26,26,3.85,91.0,0.04230769230769231
109,Худ active garden residence-д 68.11 мкв 3 өрөө,258.82 сая ₮,3/7/2024,16:31,8102520,9907-0732,3 өрөө,"УБ — Хан-Уул, Нисэх","
ХУД, Active garden residence 3 өрөө шинэ байр хямд худалдана.
📌Гэрчилгээ бэлэн
📌68,11м2 хамгийн эрэлттэй зохион байгуулалттай
📌16/7 давхарт, цонх зүүн болон хойд зүгт харсан харууц сайтай
📌Гал тогоо болон үүдний шкаф, хөшигний зам хийсэн /тюль/
📌Хан-Уул дүүргийн шинэ суурьшлын бүсэд баригдсан 856 айлын бизнес зэрэглэлийн орон сууц",https://www.unegui.mn/adv/8102520_khud-active-garden-residence-d-68-11-mkv-3-oroo-khudaldana/,Паркет,1 тагттай,2024,Байхгүй,Вакум,16,Бүргэд,68.11 м²,7,Лизинггүй,4,Ашиглалтад орсон,5.0,48.0,,,Нисэх,,,,,,Хан-Уул,Нисэх,,258.82,68.11,3.800029364263691
110,Global park хотхонд 3 өрөө,220 сая ₮,3/7/2024,16:30,7458091,8009-8008,3 өрөө,"УБ — Баянзүрх, Баянзүрх, Хороо 26","
✔ БЗД 26-р хороо , Global park хотхонд 53.2м2 3 өрөө орон сууц худалдана.

 Үнэ:220сая

✔ 21/16давхарт, хойшоо 3, баруун 3 цонхтой
✔ Бэлэн мөнгөнд худалдана.",https://www.unegui.mn/adv/7458091_global-park-khotkhond-3-oroo/,Паркет,1 тагттай,2023,Байхгүй,Вакум,21,Бүргэд,53.2 м²,16,Лизинггүй,4,Ашиглалтад ороогүй,5.0,49.0,,,Цэцэрлэгт хүрээлэн,,,,,,Баянзүрх,Хороо 26,26,220.0,53.2,4.135338345864661
111,Цагдаа 2 хотхонд гал тогоо тусдаа 4 өрөө,"3.1 сая ₮
үнэ тохирно",3/7/2024,16:28,7894380,8907-6777,4 өрөө,"УБ — Баянгол, Нарны хороолол","
Бүх төрлийн үйлчилгээндээ ойрхон, баруун, зүүн, хойшоо харсан цонхуудтай",https://www.unegui.mn/adv/7894380_tsagdaa-2-khotkhond-gal-togoo-tusdaa-4-oroo/,Паркет,2 тагттай,2016,Байхгүй,Вакум,15,Бүргэд,140.0 м²,15,Банкны лизингтэй,6,Ашиглалтад орсон,5.0,50.0,,,Нарны хороолол,,,,,,Баянгол,Нарны хороолол,,3.1,140.0,0.022142857142857145
112,Сбд 1 хороо 44.6мкв 2 өрөө,152 сая ₮,3/7/2024,16:26,8102505,9905-3575,2 өрөө,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1","
СБД 1 хороо 13-р хороололд 44.6мкв 2 өрөө орон сууц худалдана
Үнэ:152сая₮
- Бүрэн цутгамал, дуу чимээгүй
- Баруун болон хойшоо харсан 3 цонхтой
- Сургууль,цэцэрлэг ,Автобусны буудал ойр
- Замын цагдаагийн зүүн талд
- Шинэ үе сургууль
- Их наяд худалдааны төв",https://www.unegui.mn/adv/8102505_sbd-1-khoroo/,Паркет,Тагтгүй,2014,Байхгүй,Вакум,16,Төмөр,45.0 м²,1,Банкны лизингтэй,3,Ашиглалтад орсон,5.0,51.0,,,Талбай,,,,,,Сүхбаатар,Хороо 1,1,152.0,45.0,3.3777777777777778
113,Андуудад 1 давхарын ажлын 2 өрөө 50m2,"210 сая ₮
үнэ тохирно",3/7/2024,16:26,8102429,8962-1812,2 өрөө,"УБ — Баянгол, Баруун 4 зам","
тбд андуудад хотын а бүсэд төв зам дагуу сургууль цэцэрлэг албан газар үйлчилгээний төв зэрэг хүн хөдөлгөөн ихтэй ашигтай байрлалтай 1 давхарын ямар ч чиглэлээр үйл ажиллагаа явуулах боломжтой qr кодтой аан-ын гэрчилгээ болон бусад бичиг баримт бүгд бүрэн гал тогоо тусдаа 2 өрөө байр зарна. уг байр нь 18 жил тасралтгүй канон бичиг хэрэг болон массажны орны чиглэлээр үйл ажиллагаа явуулж байгаа хотын дахин төлөвлөлтийн эхний ээлжинд хамрагдсан хуучны байр",https://www.unegui.mn/adv/8102429_anduudad-1-davkharyn-azhlyn-2-oroo/,Мод,Тагтгүй,1980,Байхгүй,Вакум,5,Вакум,50.0 м²,1,Лизинггүй,3,Ашиглалтад орсон,5.0,52.0,,,Баруун 4 зам,,,,,,Баянгол,Баруун 4 зам,,210.0,50.0,4.2
114,Удирдлагын академийн урд 4 өрөө байр 104.6м2,3.9 сая ₮,3/7/2024,16:21,8065447,8068-7008,4 өрөө,"УБ — Хан-Уул, Хан-Уул, Хороо 15","
Худ удирдлагын академийн урд 104.6мкв 4 өрөө худалдана

Хойшоо харсан цонхтой
Металл фасадтай
3.3м өндөр таазтай

💰408сая /1мкв -3.9сая/",https://www.unegui.mn/adv/8065447_udirdlagyn-akademiin-urd/,Паркет,1 тагттай,2021,Байхгүй,Вакум,17,Төмөр,104.6 м²,6,Лизинггүй,4,Ашиглалтад орсон,5.0,53.0,,,Зайсан хойно,,,,,,Хан-Уул,Хороо 15,15,3.9,104.6,0.0372848948374761
115,Оргил стар хотхонд 3 өрөө байр,444 сая ₮,3/7/2024,16:20,8002125,9914-9677,3 өрөө,"УБ — Хан-Уул, Зайсан","
-Өвөлдөө маш дулаахан,
- сургууль цэцэрлэг автобусны буудалд ойрхон
- орчин сайтай, өрөөний зохион байгуулалт сайн",https://www.unegui.mn/adv/8002125_orgil-star-khotkhond-3-oroo-bair-zarna/,Паркет,1 тагттай,2013,Байхгүй,Модон вакум,10,Төмөр вакум,119.7 м²,7,Лизинггүй,6,Ашиглалтад орсон,1.0,2.0,,,Зайсан,,,,,,Хан-Уул,Зайсан,,444.0,119.7,3.7092731829573933
116,Nova vista хотхонд 74.71мкв 3 өрөө орон сууц,283.9 сая ₮,3/7/2024,16:20,8102487,8059-7777,3 өрөө,"УБ — Хан-Уул, Яармаг","
Nova vista хотхонд 74.71мкв 3 өрөө орон сууц худалдана
- 16/6 давхарт
- 1 хувцасны өрөөтэй
- Урагшаа харсан цонхнуудтай
- 2022 онд ашиглалтанд орсон
- Үнэ: 1мкв 3.800.000₮
ХУД, 4-р хороо, Яармаг Арцатын аманд байрлалтай",https://www.unegui.mn/adv/8102487_nova-vista-khotkhond-74-71mkv-3-oroo-oron-suuts-khudaldana/,Паркет,1 тагттай,2023,Байхгүй,Вакум,16,Төмөр,74.71 м²,6,Банкны лизингтэй,3,Ашиглалтад орсон,5.0,54.0,,,Яармаг,,,,,,Хан-Уул,Яармаг,,283.9,74.71,3.8000267701780217
117,13 хороололын бөхийн өргөөний зүүн талын 5 байранд 2 өрөө байр,"178 сая ₮
үнэ тохирно",3/7/2024,16:19,8102457,8919-6439,2 өрөө,"УБ — Баянзүрх, 13-р хороолол","
13 хороололын бөхийн өргөөний зүүн талын 5 байранд наран талдаа дулаахан тохилог 2 өрөө байр зарна
Цэвэрхэн, тохилог, дулаахан энерги сайтай угсармалын гал тогоо тусдаа СӨХ сайтай, урт том полконтой 2 давхарын 2 өрөө байр зарна. Бүх юмандаа ойрхон . Сургууль , цэцэрлэг ,хороо , эмнэлэг, дэлгүүр ,зах , автобусны буудал хотын төв рүүгээ маш ойрхон шүү!",https://www.unegui.mn/adv/8102457_13-khoroololyn-bokhiin-orgoonii-zuun-talyn-5-bairand-dulaakhan-tokhilog-2-oroo-bair/,Паркет,2 тагттай,1990,Байхгүй,Вакум,9,Бүргэд,57.0 м²,2,Лизинггүй,3,Ашиглалтад орсон,5.0,56.0,,,13-р хороолол,,,,,,Баянзүрх,13-р хороолол,,178.0,57.0,3.1228070175438596
118,Happy residence - 4 өрөө,"605 сая ₮
үнэ тохирно",3/7/2024,16:18,8045506,8890-4829,4 өрөө,"УБ — Хан-Уул, Яармаг","
📍ХУД, “ЯАРМАГ, HAPPY RESIDENCE” ОРОН СУУЦ ХУДАЛДАНА.
4 Өрөө | 134м2 | 12 Давхар
2 давхар дуплекс, террастай
💰м2 4.5сая₮
#HighProsListing3",https://www.unegui.mn/adv/8045506_happy-residence-4-oroo/,Ламинат,1 тагттай,2023,Байхгүй,Вакум,12,Төмөр вакум,134.26 м²,12,Лизинггүй,5,Ашиглалтад орсон,5.0,58.0,,,Яармаг,,,,,,Хан-Уул,Яармаг,,605.0,134.26,4.506182034857739
119,Агниста хотхонд 145мкв 5 өрөө,783 сая ₮,3/7/2024,16:18,8102477,9907-,5+ өрөө,"УБ — Хан-Уул, Japan town","
📍Агниста хотхон 5 өрөө орон сууц худалдана.


✅145мкв бүрэн засвар хийгдсэн
✅Дулаан зогсоол хамт
✅Хүннү 2222 баруун урд талд байрлах
✅баруун урагшаа хойшоо харсан
✅3 угаалгын өрөө",https://www.unegui.mn/adv/8102477_agnista-khotkhond-145mkv-5-oroo-khudaldana/,Паркет,1 тагттай,2021,Байгаа,Вакум,7,Бүргэд,145.0 м²,6,Лизинггүй,7,Ашиглалтад орсон,5.0,59.0,,,Хүннү,,,,,,Хан-Уул,Japan town,,783.0,145.0,5.4
120,11-р хороололд 3 өрөө 72m2,225 сая ₮,3/7/2024,16:15,8081345,8019-2211,3 өрөө,"УБ — Сүхбаатар, 11-р хороолол","
✅11-р хороолол угсармалд гал тогоо тусдаа 72мкв 3 өрөө орон сууц худалдана.

- 9/8 давхарт баруун ба зүүн харсан цонхтой
- Бүх цонхыг герман стандартын цонхоор сольсон
- Hellodoors орос хаалгатай
- Ихэнх тавилга үлдэнэ
- Шал болон тавилгуудыг Герман стандартын Egger хавтангаар хийлгэсэн
- Сан болон цахилгаанаа бүрэн шинэчилсэн
- СӨХ сайн, цэвэрхэн",https://www.unegui.mn/adv/8081345_11-r-khoroolold-3-oroo-khudaldana/,Паркет,1 тагттай,1988,Байхгүй,Вакум,9,Төмөр,72.0 м²,8,Лизинггүй,4,Ашиглалтад орсон,5.0,60.0,,,11-р хороолол,,,,,,Сүхбаатар,11-р хороолол,,225.0,72.0,3.125
121,"Яармаг, belmonte luxury хотхонд 4 өрөө","3.85 сая ₮
үнэ тохирно",3/7/2024,16:02,8096729,8062-7777,4 өрөө,"УБ — Хан-Уул, Хан-Уул, Хороо 4",,https://www.unegui.mn/adv/8096729_iaarmag-belmonte-luxury-khotkhond-4oroo-khudaldana/,Паркет,Тагтгүй,2019,Байхгүй,Вакум,10,Төмөр,169.0 м²,1,Лизинггүй,6,Ашиглалтад орсон,1.0,3.0,,,Яармаг,,,,,,Хан-Уул,Хороо 4,4,3.85,169.0,0.022781065088757397
